Province,District,DATIM_Site_Name,Support Mechanism,Facility IP,E-HR Status,Site Classification,Recency District,Facility,DATIM Site Name,DATIM Org ID,Facility ID,Province Code,District Code,Ownership,Location,Level,Status
MASHONALAND CENTRAL,Mazowe,Shopo - 101567 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mazowe,SHOPO,Shopo - 101567 - Clinic,U9Bsddm43lC,ZW020487,ZW02,,Gvt,Rural,Primary,Open
MASVINGO,Masvingo,Shonganiso - 101566 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Masvingo,Shonganiso Clinic,Shonganiso - 101566 - Clinic,Ktj9CxKCM5h,ZW080592,ZW08,,Mission,Rural,Primary,Open
MASVINGO,Chivi,Shindi - 101562 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Chivi,Shindi Satellite Clinic,Shindi - 101562 - Clinic,ZjbT0mVOxhT,ZW080328,ZW08,,Rural Council,Rural,Primary,Open
MIDLANDS,Kwekwe,Sherwood - 101561 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Kwekwe,Sherwood Clinic,Sherwood - 101561 - Clinic,GicGwiouuoj,ZW070566,ZW07,,Rural Council,Urban,Primary,
MATEBELELAND SOUTH,Insiza,Shangani - 101557 - Rural Hospital,PEPFAR,OPHID,ACTIVE,Health facility,Insiza,Shangani Rural Hospital,Shangani - 101557 - Rural Hospital,xGshYPXKdF6,ZW06040B,ZW06,,Government,Rural,,
MATEBELELAND SOUTH,Insiza,Shangani - 101556 - Mine Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Insiza,Shangani Clinic,Shangani - 101556 - Mine Clinic,ohXsGJeKhB4,ZW060477,ZW06,,Private,Rural,,
MASHONALAND EAST,Murehwa,Shambamuto - 101550 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Murewa,Shambamuto Rural Health Centre,Shambamuto - 101550 - Clinic,VLPYm5c0jgN,ZW030729,ZW03,,Rural Council,Rural,clinic,Active
MATEBELELAND SOUTH,Umzingwane,Shale Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Umzingwane,Shale Clinic,Shale Clinic,ZW060636,ZW060636,ZW06,,Rural Council,Rural,,
MATEBELELAND SOUTH,Beitbridge,Shabwe - 101548 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Beitbridge,Shabwe Rural Health Centre,Shabwe - 101548 - Rural Health Centre,RvZ2KNZoPql,ZW060106,ZW06,,Government,Rural,,
MIDLANDS,Gokwe South,Sesame - 101543 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Gokwe South,Sessame Clinic,Sesame - 101543 - Clinic,k0ZyBtS4wZT,ZW070396,ZW07,,Mission,Rural,Primary,
MATEBELELAND NORTH,Nkayi,Sesemba - 101545 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Nkayi,Sesemba Clinic,Sesemba - 101545 - Rural Health Centre,oQY8tDXHTRv,ZW050534,ZW05,,Town/City Council,Rural,Primary,Open
MASVINGO,Gutu,Serima - 101542 - Mission Hospital,PEPFAR,JF kapnek,ACTIVE,Health facility,Gutu,Serima Mission Hospital,Serima - 101542 - Mission Hospital,TzcYG8P3r5t,ZW080491,ZW08,,Mission,Rural,Secondary,Open
MIDLANDS,Kwekwe,Senkwasi - 101541 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Kwekwe,Senkwazi Clinic,Senkwasi - 101541 - Clinic,VZxPjFpaeGG,ZW070531,ZW07,,Rural Council,Rural,Primary,
MIDLANDS,Gweru,Senga Poly - 101538 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Gweru,Senga Clinic,Senga Poly - 101538 - Clinic,iEaTUEi6wdx,ZW070467,ZW07,,Town/City Council,Urban,Primary,
MASHONALAND WEST,Chegutu,Selous - 101537 - Council Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Chegutu,Selous Clinic,Selous - 101537 - Council Clinic,XetOsDWPjg2,ZW040133,ZW04,,Rural Council,Rural,Primary,Open
MATEBELELAND SOUTH,Gwanda,Selonga - 101536 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Gwanda,Selonga Clinic,Selonga - 101536 - Rural Health Centre,mQbanvNia3z,ZW060363,ZW06,,Rural Council,Rural,,
HARARE,Harare,Borrowdale - 100086 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Harare,ha Borrowdale Clinic,Borrowdale - 100086 - Clinic,OTxAHTpF4h8,ZW000A07,ZW00,,Town/City Council,Urban,Primary,
HARARE,Harare,Braeside - 100091 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Harare,ha Braeside FHS Clinic,Braeside - 100091 - Clinic,d46RVdpyvCT,ZW000A08,ZW00,,Town/City Council,Urban,Primary,
MATEBELELAND SOUTH,Insiza,Saphila - 101530 - Council Clinic(Construction),PEPFAR,OPHID,ACTIVE,Health facility,Insiza,Saphila RDC,Saphila - 101530 - Council Clinic(Construction),wzZvw0u6fe2,ZW060429,ZW06,,Rural Council,Rural,,
MATEBELELAND SOUTH,Mangwe,SANZUKWI - 101529 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Mangwe,Sanzukwi Clinic,SANZUKWI - 101529 - Clinic,Bk03KuutZss,ZW060733,ZW06,,Rural Council,Rural,,
MASHONALAND WEST,Sanyati,Sanyati ARDA - 101861 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Sanyati,Sanyati RDC Clinic,Sanyati ARDA - 101861 - Clinic,esbcJZ4OrBM,ZW040625,ZW04,,,Rural,,
MASHONALAND WEST,Sanyati,Sanyati - 101527 - Mission Hospital,PEPFAR,ZACH,ACTIVE,Health facility,Sanyati,Sanyati Mission Hospital,Sanyati - 101527 - Mission Hospital,xDDGSZFaGY5,ZW04060C,ZW04,,Mission,Rural,Primary,Open
MATEBELELAND SOUTH,Matobo,Sankonjana - 101525 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Matobo,Sankonjane Rural Health Centre,Sankonjana - 101525 - Rural Health Centre,khHSytZaECG,ZW060502,ZW06,,Government,Rural,,
MANICALAND,Makoni,Sangano - 101523 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Makoni,Sangano Clinic,Sangano - 101523 - Clinic,YXs6Sw0yceC,ZW010447,ZW01,,Rural Council,Rural,Primary ,Open
MASHONALAND WEST,Chegutu,Sandringham - 101522 - Mission Clinic,PEPFAR,ZACH,ACTIVE,Health facility,Chegutu,Sandringham Clinic,Sandringham - 101522 - Mission Clinic,Bn9NTXkQnQd,ZW040134,ZW04,,Rural Council,Rural,Primary,Open
MASHONALAND CENTRAL,Mazowe,Sandringham Clinic,PEPFAR,ZACH,ACTIVE,Health facility,Mazowe,SANDRINGHAM,Sandringham Clinic,WaW7DWsJvpp,ZW020489,ZW02,,Council,Farming,Primary,Open
MIDLANDS,Mberengwa,Sandawana - 101521 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Sandawana Clinic,Sandawana - 101521 - Clinic,iSTR4XRC1dk,ZW070678,ZW07,,Mine,Rural,Primary,Open
MATEBELELAND SOUTH,Insiza,Sanale - 101520 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Insiza,Sanale Rural Health Centre,Sanale - 101520 - Rural Health Centre,Adc2S4HRzAf,ZW060407,ZW06,,Government,Rural,,
MIDLANDS,Kwekwe,Samambwa - 101514 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Kwekwe,Samambwa,Samambwa - 101514 - Clinic,n8fSBgAncxp,ZW070530,ZW07,,,Rural,,
MATEBELELAND NORTH,Tsholotsho,Samahuru - 101513 - Clinic,PEPFAR,ZACH,ACTIVE,Health facility,Tsholotsho,Samahuru Mission Clinc,Samahuru - 101513 - Clinic,IBDCM3Pjxhj,ZW050633,ZW05,,Mission,Rural,Primary,Open
MANICALAND,Mutare,Sakubva - 101510 - District Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Mutare,Sakubva District Hospital,Sakubva - 101510 - District Hospital,IVF9iD8sboV,ZW01050C,ZW01,,Government,Urban,Secondary,Open
MASHONALAND WEST,Chegutu,Rwizi - 101499 - Council Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Chegutu,Rwizi Clinic,Rwizi - 101499 - Council Clinic,Migf18JdenY,ZW040129,ZW04,,Rural Council,Rural,Primary,Open
MASHONALAND EAST,Goromonzi,Ruwa Rehabilitation  - 101495 - Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Goromonzi,Ruwa Rehab,Ruwa Rehabilitation  - 101495 - Hospital,NsK79SSE0GY,ZW03020C,ZW03,,Government,Peri-Urban,Hospital,Active
MASHONALAND EAST,Goromonzi,Ruwa - 101493 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Goromonzi,Ruwa PolyClinic,Ruwa - 101493 - Rural Health Centre,egbFP3Ii5TM,ZW030273,ZW03,,Rural Council,Peri-Urban,clinic,Active
MASVINGO,Mwenezi,Rutenga - 101488 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Mwenezi,Rutenga Clinic,Rutenga - 101488 - Clinic,KSeMcOy1Blg,ZW080606,ZW08,,Government,Rural,Primary,Open
MIDLANDS,Kwekwe,Rutendo - 101487 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Kwekwe,Rutendo Clinic,Rutendo - 101487 - Clinic,nCBpV7ktT9y,ZW070564,ZW07,,Town/City Council,Urban,Primary,
MASHONALAND EAST,Goromonzi,Rusike - 101479 - Clinic,PEPFAR,ZACH,ACTIVE,Health facility,Goromonzi,Rusike Clinic,Rusike - 101479 - Clinic,CCpDmry9NxC,ZW030249,ZW03,,Rural Council,Rural,clinic,Active
MANICALAND,Makoni,Rusape - 101477 - District Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Makoni,Rusape District Hospital,Rusape - 101477 - District Hospital,VUl74f1phMs,ZW01040A,ZW01,,,Urban,,
MASVINGO,Chiredzi,Rapanguwana - 101442 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Chiredzi,Rupangwana Clinic,Rapanguwana - 101442 - Clinic,uh35NSt2dAR,ZW080230,ZW08,,Rural Council,Rural,Primary,Open
MASVINGO,Masvingo,Runyararo North West Council Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Masvingo,Runyararo Clinic,Runyararo North West Council Clinic,j0Sp4T1CCZR,ZW080583,ZW08,,City Council,Urban,Primary,Open
MASHONALAND WEST,Makonde,Runene  - 101472 - Council Clinic,PEPFAR,ZACH,ACTIVE,Health facility,Makonde,Runene RDCClinic,Runene  - 101472 - Council Clinic,rpzMXRyqrJX,ZW040433,ZW04,,,Rural,,
MANICALAND,Makoni,Rukweza - 101471 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Makoni,Rukweza Clinic,Rukweza - 101471 - Clinic,eqUVN5CpzeZ,ZW010433,ZW01,,Rural Council,Rural,Primary ,Open
MASVINGO,Masvingo,Rukovo - 101470 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Masvingo,Rukovo Clinic,Rukovo - 101470 - Clinic,epPROUCXfAX,ZW080532,ZW08,,RDC,Rural,Primary,Open
MASVINGO,Masvingo,Rujeko - 101468 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Masvingo,Rujeko Clinic,Rujeko - 101468 - Clinic,wQ9HjnprvIf,ZW080582,ZW08,,City Council,Urban,Primary,Open
MIDLANDS,Gweru,Ruby - 101464 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Gweru,Rubi Clinic,Ruby - 101464 - Clinic,hRFRshSksyR,ZW070423,ZW07,,Rural Council,Rural,Primary,
MANICALAND,Mutare,Rowa - 101461 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mutare,Rowa Clinic,Rowa - 101461 - Clinic,mMyO9i8yO9f,ZW010537,ZW01,,Rural Council,Rural,Primary,Open
MASHONALAND CENTRAL,Mazowe,Rosa - 101459 - Rural Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mazowe,ROSA,Rosa - 101459 - Rural Hospital,UgkN2CKy5vw,ZW02040B,ZW02,,Gvt,Rural,Primary,Open
MIDLANDS,Kwekwe,Rio Tinto - 101455 - Mine Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Kwekwe,Rio Tinto Clinic,Rio Tinto - 101455 - Mine Clinic,RIBxxUnvvQD,ZW070552,ZW07,,Mine,Urban,Primary,
MASHONALAND WEST,Sanyati,Rimuka - 101452 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Sanyati,Rimuka Municipal Clinic,Rimuka - 101452 - Clinic,IsQV9DqeQUB,ZW040361,ZW04,,Town/City Council,Urban,Primary,Open
MASHONALAND WEST,Sanyati,Rimuka MCH Municipal Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Sanyati,Rimuka MCH Municipal Clinic,Rimuka MCH Municipal Clinic,qEDMf2epK2V,ZW040637,ZW04,,Town/City Council,Urban,Primary,Open
MANICALAND,Chipinge,Rimbi - 101451 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Chipinge,Rimbi Clinic,Rimbi - 101451 - Clinic,IAxIHwuKmli,ZW010335,ZW01,,Rural Council,Rural,Primary,Open
MASVINGO,Masvingo,Renco - 101449 - Mine Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Masvingo,Renco Mine Clinic,Renco - 101449 - Mine Clinic,qU8ZCeQVNaR,ZW080576,ZW08,,Mine,Rural,Primary,Open
MIDLANDS,Kwekwe,Redcliff - 101446 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Kwekwe,Redcliff Clinic,Redcliff - 101446 - Clinic,lr8nRgvCs8m,ZW070559,ZW07,,Town/City Council,Urban,Primary,
MASVINGO,Chivi,Razi - 101444 - Rural Health Centre,PEPFAR,JF kapnek,ACTIVE,Health facility,Chivi,Razi Rural Health Centre,Razi - 101444 - Rural Health Centre,n4tZ9FiLuGP,ZW080305,ZW08,,Government,Rural,Primary,Open
MASHONALAND WEST,Zvimba,Raffingora - 101437 - Rural Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Zvimba,Raffingora Rural Hospital,Raffingora - 101437 - Rural Hospital,Adrn5wepICh,ZW04070D,ZW04,,Government,Peri-Urban,Primary,RURAL
Bulawayo,Bulawayo,Pumula South - 101434 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulawayo,Pumula South Clinic,Pumula South - 101434 - Clinic,zhkFyAbgMc2,ZW090A35,ZW09,,Town/City Council,Urban,Primary,Open
Bulawayo,Bulawayo,Pumula - 101432 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulawayo,Pumula Clinic,Pumula - 101432 - Clinic,bTFUZdQpl2O,ZW090A13,ZW09,,Town/City Council,Urban,Primary,Open
Bulawayo,Bulawayo,Princess Margaret - 101429 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulawayo,Princess Margaret Clinic,Princess Margaret - 101429 - Clinic,sTQ6BFy94pp,ZW090A12,ZW09,,Town/City Council,Urban,Primary,Open
MATEBELELAND SOUTH,Mangwe,Plumtree - 101417 - District Hospital,PEPFAR,OPHID,ACTIVE,Health facility,Mangwe,Plumtree District Hospital,Plumtree - 101417 - District Hospital,RFTwaeEoUqu,ZW06070A,ZW06,,Government,Urban,,
MATEBELELAND NORTH,Tsholotsho,Pumula - 101433 - Mission Hospital,PEPFAR,ZACH,ACTIVE,Health facility,Tsholotsho,Phumula Mission Hospital,Pumula - 101433 - Mission Hospital,jlt9Wk07kKl,ZW05060C,ZW05,,Mission,Rural,Secondary,Open
MATEBELELAND SOUTH,Gwanda,Pakama - 101403 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Gwanda,Phakama Clinic,Pakama - 101403 - Clinic,zrlHTputbK4,ZW060362,ZW06,,Town/City Council,Urban,,
MASHONALAND WEST,Chegutu,Pfupajena - 101416 - Council Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Chegutu,Pfupajena Munic Clinic,Pfupajena - 101416 - Council Clinic,EASWD2odoBX,ZW040161,ZW04,,Town/City Council,Urban,Primary,Open
MASHONALAND CENTRAL,Mt Darwin,Pfunyanguwo - 101414 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mt Darwin,PFUNYANGUWO,Pfunyanguwo - 101414 - Clinic,eoHWqHUmH4z,ZW020505,ZW02,,GOVERNMENT,Rural,Primary,Open
Bulawayo,Bulawayo,Pelandaba - 101412 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulawayo,Pelandaba Clinic,Pelandaba - 101412 - Clinic,OnysnioygHR,ZW090A11,ZW09,,Town/City Council,Urban,Primary,Open
MASHONALAND WEST,Sanyati,Patchway - 101408 - Mine Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Sanyati,Patchway RDC Clinic,Patchway - 101408 - Mine Clinic,shA3RikpDNe,ZW040624,ZW04,,Rural Council,Peri-Urban,Primary,Open
MANICALAND,Chipinge,Paidamoyo - 101402 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Chipinge,Paidamoyo Rural Health Centre,Paidamoyo - 101402 - Clinic,JrkEzV0EXrw,ZW010312,ZW01,,Government,Rural,Primary,Open
MASHONALAND WEST,Chegutu,Padre Pio Poly Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Chegutu,Padre Pio Poly Clinic,Padre Pio Poly Clinic,GROS5u0jUHX,ZW040189,ZW04,,Mission,Urban,Primary,Open
MASHONALAND CENTRAL,Mt Darwin,Pachanza - 101400 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mt Darwin,PACHANZA,Pachanza - 101400 - Clinic,jqIsEfJhMfz,ZW020528,ZW02,,COUNCIL,Rural,Primary,Open
HARARE,Epworth,Overspill - 101399 - Satellite Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Seke,Overspill Clinic,Overspill - 101399 - Satellite Clinic,QTYLtlbWtEc,ZW030927,ZW03,,Town/City Council,Urban,clinic,Active
MASHONALAND WEST,Sanyati,Ordoff - 101398 - Council Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Sanyati,Ordoff RDC Clinic,Ordoff - 101398 - Council Clinic,syAdkEdGSLS,ZW040623,ZW04,,Rural Council,Peri-Urban,Primary,Open
MANICALAND,Mutare,Odzi - 101395 - Rural Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Mutare,Odzi Clinic,Odzi - 101395 - Rural Hospital,FTXaJPvQwkN,ZW010538,ZW01,,Rural Council,Rural,Primary,Open
MASHONALAND CENTRAL,Mazowe,Nzvimbo - 101391 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mazowe,NZVIMBO,Nzvimbo - 101391 - Clinic,nwJAtSNTFBZ,ZW020432,ZW02,,Council,Rural,Primary,Open
MANICALAND,Mutare,Nzvenga - 101390 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mutare,Nzvenga Clinic,Nzvenga - 101390 - Clinic,gzDYRQZm5rr,ZW010536,ZW01,,Rural Council,Rural,Primary,Open
MIDLANDS,Kwekwe,Nyoni - 101387 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Kwekwe,Nyoni Rural Health Centre,Nyoni - 101387 - Rural Health Centre,DFCkzGef5fF,ZW070505,ZW07,,Government,Rural,Primary,
MASVINGO,Masvingo,Nyikavanhu - 101386 - Rural Health Centre,PEPFAR,JF kapnek,ACTIVE,Health facility,Masvingo,Nyikavanhu Rural Health Centre,Nyikavanhu - 101386 - Rural Health Centre,EQMIsSwYCJE,ZW080507,ZW08,,Govt,Rural,Primary,Open
MASHONALAND EAST,Marondera,Nyembanzvere - 101383 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Marondera,Nyembanzvere Council Clinic,Nyembanzvere - 101383 - Clinic,Nrsc0aw1ptH,ZW030563,ZW03,,Rural Council,Rural,clinic,Active
MANICALAND,Makoni,Nyazura - 101381 - Mission Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Makoni,Nyazura Mission Clinic,Nyazura - 101381 - Mission Clinic,VKhKIdCsAHA,ZW010491,ZW01,,Mission,Rural,Primary ,Open
MANICALAND,Makoni,Nyazura -101854- Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Makoni,Nyazura Clinic,Nyazura -101854- Clinic,wHqZbOi222z,ZW010427,ZW01,,Rural Council,Urban,Primary ,Open
MANICALAND,Buhera,Nyashanu - 101375 - Rural Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Buhera,Nyashanu,Nyashanu - 101375 - Rural Hospital,O3Eqk96OQ4D,ZW01010D,ZW01,,Government,Rural,Primary,Open
MASHONALAND WEST,Sanyati,Nyaonde - 101371 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Sanyati,Nyaonde - 101371 - Rural Health Centre,Nyaonde - 101371 - Rural Health Centre,B7j2gqFqAt0,ZW040607,ZW04,,,Rural,,
MASHONALAND EAST,UMP,Nyanzou - 101370 - Clinic,PEPFAR,GoZ,ACTIVE,Health facility,UMP,Nyanzou Clinic,Nyanzou - 101370 - Clinic,nNRTd83agCR,ZW030336,ZW03,,Rural Council,Rural,clinic,Active
MASVINGO,Chiredzi,Nyangambe - 101365 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Chiredzi,Nyangambe Rural Health Centre,Nyangambe - 101365 - Clinic,qvDZsNpDxFc,ZW080210,ZW08,,Government,Rural,Primary,Open
MASHONALAND EAST,Murehwa,Nyamutumbu - 101358 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Murewa,Nyamutumbu Rural Health Centre,Nyamutumbu - 101358 - Clinic,kZhh1BmkC6d,ZW030728,ZW03,,Rural Council,Rural,clinic,Active
MATEBELELAND SOUTH,Insiza,Nyamime - 101351 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Insiza,Nyamime Rural Health Centre,Nyamime - 101351 - Rural Health Centre,LAGfgfyUDwT,ZW060406,ZW06,,Government,Rural,,
MANICALAND,Makoni,Nyamidzi - 101350 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Makoni,Nyamidzi Clinic,Nyamidzi - 101350 - Clinic,onNuwP6Pfw4,ZW010431,ZW01,,Rural Council,Rural,Primary ,Open
MASHONALAND WEST,Hurungwe,Nyamhunga - 101348 - Council Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Hurungwe,Nyamhunga,Nyamhunga - 101348 - Council Clinic,Itle0p7dUtu,ZW040229,ZW04,,,Rural,,
MASHONALAND EAST,Marondera,Nyameni - 101344 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Marondera,Nyameni Council Clinic,Nyameni - 101344 - Clinic,zfgVw4bp8ku,ZW030562,ZW03,,Town/City Council,Urban,clinic,Active
MASHONALAND CENTRAL,Mbire,Nyambudzi - 101343 - Rural Health Centre,PEPFAR,ZACH,ACTIVE,Health facility,Mbire,Nyambudzi Clinic,Nyambudzi - 101343 - Rural Health Centre,sYhGVMgX7PK,ZW020835,ZW02,,Rural Council,Rural,Primary,Open
MANICALAND,Mutare,Nyamazura - 101342 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Mutare,Nyamazura Rural Health Centre,Nyamazura - 101342 - Rural Health Centre,Aw9meXkMQYK,ZW010512,ZW01,,Government,Rural,Primary,Open
MATEBELELAND NORTH,Umguza,Nyamandlovu - 101332 - Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Umguza,Nyamandlovu District Hospital,Nyamandlovu - 101332 - Hospital,KlK6kqKkceZ,ZW05070A,ZW05,,Government,Rural,Secondary,Open
MASVINGO,Masvingo,Nyamande - 101330 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Masvingo,Nyamande Clinic,Nyamande - 101330 - Clinic,v5kcc0wO1Rj,ZW080542,ZW08,,Rural Council,Rural,clinic,Active
MASHONALAND WEST,Hurungwe,Nyamakaze - 101329 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Hurungwe,Nyamakate Clinic,Nyamakaze - 101329 - Clinic,YErstr7uJhc,ZW040228,ZW04,,Rural Council,Rural,Primary,Open
MASHONALAND CENTRAL,Mt Darwin,Nyamahobobo - 101328 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mt Darwin,NYAMAHOBOGO,Nyamahobobo - 101328 - Clinic,dXCma1MqYIS,ZW020504,ZW02,,GOVERNMENT,Rural,Primary,Open
MASHONALAND WEST,Hurungwe,Nyama - 101327 - Council,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Hurungwe,Nyama clinic,Nyama - 101327 - Council,Krolm8Hf65t,ZW040236,ZW04,,Rural Council,Rural,Primary,Open
MIDLANDS,Gweru,Nyama - 101326 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Gweru,Nyama Clinic,Nyama - 101326 - Clinic,aihGnf5U3JA,ZW070447,ZW07,,Rural Council,Rural,Primary,
MASVINGO,Zaka,Nyakunhuwa - 101325 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Zaka,Nyakunhuwa Clinic,Nyakunhuwa - 101325 - Clinic,TnFsY7jz1e9,ZW080736,ZW08,,Rural Council,Rural,Primary,Open
MASHONALAND CENTRAL,Mazowe,Nyakudya - 101324 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mazowe,NYAKUDYA,Nyakudya - 101324 - Clinic,D6b5mpxVpws,ZW020402,ZW02,,Gvt,Rural,Secondary,Open
MASHONALAND EAST,UMP,Nyakasoro - 101323 - Clinic,PEPFAR,GoZ,ACTIVE,Health facility,UMP,Nyakasoro Clinic,Nyakasoro - 101323 - Clinic,ZBSlEDqH1Qo,ZW030334,ZW03,,Rural Council,Rural,clinic,Active
MASVINGO,Masvingo,Nyajena - 101321 - Rural Hospital,PEPFAR,JF kapnek,ACTIVE,Health facility,Masvingo,Nyajena Rural Hospital,Nyajena - 101321 - Rural Hospital,RTubzXUovqL,ZW08050C,ZW08,,Govt,Rural,Primary,Open
MANICALAND,Makoni,Nyahukwe - 101319 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Makoni,Nyahukwe Rural Health Centre,Nyahukwe - 101319 - Rural Health Centre,T663SER6C7W,ZW010419,ZW01,,Government,Rural,Primary ,Open
MASVINGO,Chivi,Nyahombe - 101316 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Chivi,Nyahombe Rural Health Centre,Nyahombe - 101316 - Clinic,Wvse2gr2oTW,ZW080308,ZW08,,Government,Rural,Primary,Open
MANICALAND,Mutare,Nyagundi - 101314 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Mutare,Nyagundi Clinic,Nyagundi - 101314 - Rural Health Centre,BtCysCBfnDp,ZW010511,ZW01,,Government,Rural,Primary,Open
MASHONALAND WEST,Sanyati,Nyabango - 101306 - Rural Health Centre,PEPFAR,ZACH,ACTIVE,Health facility,Sanyati,Nyabango - 101306 - Rural Health Centre,Nyabango - 101306 - Rural Health Centre,hlG0wWOxyrP,ZW040605,ZW04,,,Rural,,
MATEBELELAND SOUTH,Umzingwane,Ntshamathe - 101304 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Umzingwane,Ntshamathe Clinic,Ntshamathe - 101304 - Clinic,xKCmMnOpkq8,ZW060631,ZW06,,Rural Council,Rural,,
MATEBELELAND SOUTH,Gwanda,Ntalale - 101302 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Gwanda,Ntalale Clinic,Ntalale - 101302 - Clinic,mm2j4nL6ha9,ZW060329,ZW06,,Rural Council,Rural,,
